ID,4Q,annotator
Q3_X1p8xcarVu0_2,3,C
Q3_X1p8xcarVu0_3,3,C
Q3_ZvD8QSO7NPw_0,3,C
Q3_ZvD8QSO7NPw_1,3,C
Q3_ZvD8QSO7NPw_2,3,C
Q3__S991V8N-8s_0,3,C
Q3__vZOEQCYSaY_0,3,C
Q3__vZOEQCYSaY_2,3,C
Q3_bbU31JLtlug_0,3,C
Q3_bbU31JLtlug_1,3,C
Q3_bfopzItCYrE_0,3,C
Q3_c6CwY8Gbw0c_0,3,C
Q3_c6CwY8Gbw0c_1,3,C
Q3_c6CwY8Gbw0c_2,3,C
Q3_c6CwY8Gbw0c_3,3,C
Q3_c6CwY8Gbw0c_4,3,C
Q3_cCfEDTkuMvg_0,3,C
Q3_dCoUuknChhE_0,3,C
Q3_egYSmNuIFGk_1,3,B
Q3_egYSmNuIFGk_2,3,B
Q3_epMOLn5Axw0_0,3,C
Q3_f0NbGeyJYms_0,3,C
Q3_fnqb8zqHqdY_0,3,C
Q3_fnqb8zqHqdY_1,3,C
Q3_fnqb8zqHqdY_2,3,C
Q3_fuCxYrru2S4_0,3,C
Q3_g-yM0Lsp4lc_0,3,C
Q3_g-yM0Lsp4lc_1,3,C
Q3_gvWDOIiocuE_0,3,C
Q3_gvWDOIiocuE_2,3,C
Q3_iRu9KQvbtVw_0,3,C
Q3_ii1Jw1-7Ka4_0,3,C
Q3_ii1Jw1-7Ka4_1,3,C
Q3_ii1Jw1-7Ka4_2,3,C
Q3_ijfxkQPAQdE_0,3,C
Q3_ilCcZpD39HU_0,3,C
Q3_ilCcZpD39HU_1,3,C
Q3_ilCcZpD39HU_2,3,C
Q3_ilCcZpD39HU_3,3,C
Q3_ilCcZpD39HU_4,3,C
Q3_iwxwLEvqeD8_0,3,C
Q3_jTPXwbDtIpA_0,3,C
Q3_kDGmND1BgmA_0,3,C
Q3_kDGmND1BgmA_1,3,C
Q3_kopwU6zpS4k_0,3,C
Q3_ldCQ6N9G6Mk_2,3,C
Q3_ldCQ6N9G6Mk_3,3,C
Q3_ldCQ6N9G6Mk_4,3,C
Q3_ltxNPJda7zE_2,3,B
Q3_nBIls0laAAU_0,3,C
Q3_nBIls0laAAU_1,3,C
Q3_nBIls0laAAU_2,3,C
Q3_nBao46YGZDg_0,3,C
Q3_nFunbdBrukY_0,3,C
Q3_p2qihp_PnLY_0,3,C
Q3_p2qihp_PnLY_1,3,C
Q3_pbVGv_g4n50_0,3,C
Q3_qRceKZtwRWA_1,3,C
Q3_qlbazHayULg_13,3,C
Q3_qlbazHayULg_3,3,C
Q3_qlbazHayULg_9,3,C
Q3_rEz0D3VohFA_0,3,C
Q3_rrD7XMtPs0Q_0,3,C
Q3_tLmXAWfbGqs_0,3,C
Q3_tfuul78deOs_0,3,C
Q3_tfuul78deOs_1,3,C
Q3_tw_lArYiHTo_0,3,C
Q3_uj3Gif77SYM_0,3,C
Q3_uj3Gif77SYM_1,3,C
Q3_uj3Gif77SYM_2,3,C
Q3_uj3Gif77SYM_3,3,C
Q3_uj3Gif77SYM_4,3,C
Q3_uj3Gif77SYM_5,3,C
Q3_uj3Gif77SYM_6,3,C
Q3_uj3Gif77SYM_7,3,C
Q3_uj3Gif77SYM_8,3,C
Q3_v2an-9szi8M_0,3,C
Q3_vVTP0DOL_2Q_0,3,C
Q3_vVTP0DOL_2Q_1,3,C
Q3_vVTP0DOL_2Q_2,3,C
Q3_vVTP0DOL_2Q_3,3,C
Q3_veG92Oi-DlU_0,3,C
Q3_veG92Oi-DlU_1,3,C
Q3_veG92Oi-DlU_2,3,C
Q3_wS0RzrBL9UI_0,3,C
Q3_wS0RzrBL9UI_1,3,C
Q3_wS0RzrBL9UI_2,3,C
Q3_wfXSdMsd4q8_0,3,B
Q3_wfXSdMsd4q8_1,3,B
Q3_wfXSdMsd4q8_2,3,B
Q3_wfXSdMsd4q8_3,3,B
Q3_wfXSdMsd4q8_4,3,B
Q3_wlOa1jkTn_U_0,3,C
Q3_wlOa1jkTn_U_1,3,C
Q3_wlOa1jkTn_U_2,3,C
Q3_wqc8iqbDsGM_0,3,B
Q3_wqc8iqbDsGM_1,3,B
Q3_wqc8iqbDsGM_2,3,B
Q3_wqc8iqbDsGM_3,3,B
Q3_wqc8iqbDsGM_4,3,B
Q3_wxXpvnmq_-E_0,3,C
Q3_wxXpvnmq_-E_1,3,C
Q3_wxXpvnmq_-E_2,3,C
Q3_x4B0raxVODA_0,3,C
Q3_x4B0raxVODA_1,3,C
Q3_x4B0raxVODA_2,3,C
Q3_x4B0raxVODA_3,3,C
Q3_xIsvaT20pZ0_0,3,C
Q3_xIsvaT20pZ0_1,3,C
Q3_xYZ8n8ULaNo_0,3,C
Q3_xYZ8n8ULaNo_1,3,C
Q3_yZGBxiNPu3k_1,3,C
Q3_yZGBxiNPu3k_2,3,C
Q3_zMa78n8ULtE_0,3,C
Q3_zMa78n8ULtE_1,3,C
Q3_zjr_-ql5Avk_0,3,B
Q3_zjr_-ql5Avk_1,3,B
Q3_zjr_-ql5Avk_2,3,B
Q3_zvWX_dwQPtU_0,3,C
Q3_zvWX_dwQPtU_1,3,C
Q3_zvWX_dwQPtU_2,3,C
Q4_--2B4d4lQhs_3,4,C
Q4_-_FjI4bT2Wo_0,4,C
Q4_-_FjI4bT2Wo_1,4,C
Q4_-_FjI4bT2Wo_2,4,C
Q4_0c2dTJTDUR4_1,4,C
Q4_12tDlCQVRtA_0,4,C
Q4_12tDlCQVRtA_1,4,C
Q4_12tDlCQVRtA_2,4,C
Q4_170KC2CbJ7Y_0,4,C
Q4_170KC2CbJ7Y_1,4,C
Q4_1A9Hh2GrDTs_0,4,C
Q4_1Qc15G0ZHIg_0,4,C
Q4_1fdxsFbnsX4_0,4,C
Q4_1fdxsFbnsX4_1,4,C
Q4_1vjy9oMFa8c_0,4,C
Q4_1vjy9oMFa8c_1,4,C
Q4_1vjy9oMFa8c_3,4,C
Q4_22S3w4idugs_0,4,C
Q4_2Z9SjI131jA_5,4,C
Q4_2Z9SjI131jA_6,4,C
Q4_2w5XkAt_3WU_0,4,C
Q4_3As1t6JySDE_0,4,C
Q4_3N2G21U7guk_0,4,C
Q4_3N2G21U7guk_1,4,C
Q4_3N2G21U7guk_2,4,C
Q4_3N2G21U7guk_4,4,C
Q4_3TYeU9idRGI_0,4,C
Q4_3TYeU9idRGI_1,4,C
Q4_5DqIntcmdRI_0,4,C
Q4_5DqIntcmdRI_1,4,C
Q4_5J_zI7QE9W8_0,4,C
Q4_5J_zI7QE9W8_1,4,C
Q4_5J_zI7QE9W8_2,4,C
Q4_5Ju9q1N2x0E_0,4,C
Q4_5Ju9q1N2x0E_1,4,C
Q4_61EA0xRX8gE_2,4,C
Q4_6kRPHamGDSo_2,4,C
Q4_6oLmO9ZSJt0_0,4,C
Q4_6oLmO9ZSJt0_1,4,C
Q4_7gifuoofgpk_0,4,C
Q4_7gifuoofgpk_1,4,C
Q4_7yW9c7t8Hq0_0,4,C
Q4_8TYY0qG-KOw_0,4,C
Q4_9eMxCs-LXCE_0,4,C
Q4_9eMxCs-LXCE_1,4,C
Q4_9eMxCs-LXCE_2,4,C
Q4_9v2WSpn4FCw_9,4,C
Q4_ADJ_PDauy-g_0,4,C
Q4_ADJ_PDauy-g_1,4,C
Q4_ADJ_PDauy-g_2,4,C
Q4_AjN_5CdVUdw_0,4,C
Q4_B3aRl8iTEKw_0,4,C
Q4_B3aRl8iTEKw_1,4,C
Q4_BIRDDxz0E4c_1,4,C
Q4_BaHHHgDd0BU_0,4,C
Q4_BaHHHgDd0BU_1,4,C
Q4_Cir1kZyB7QM_0,4,C
Q4_Cir1kZyB7QM_1,4,C
Q4_CkjAksZstEA_0,4,C
Q4_CkjAksZstEA_1,4,C
Q4_DX1IK3z1w10_0,4,C
Q4_DvIH5yUrboc_0,4,C
Q4_DvIH5yUrboc_1,4,C
Q4_DvIH5yUrboc_2,4,C
Q4_Dw7M69CidJ8_0,4,C
Q4_Dw7M69CidJ8_1,4,C
Q4_Dw7M69CidJ8_2,4,C
Q4_Dw7M69CidJ8_3,4,C
Q4_E5qEloUO3SM_0,4,C
Q4_E6MARl3zjnQ_0,4,C
Q4_FSzOgraSKhs_0,4,C
Q4_FSzOgraSKhs_1,4,C
Q4_FoTXpYZXxJs_0,4,C
Q4_FoTXpYZXxJs_1,4,C
Q4_FyK_c-TIcCA_0,4,C
Q4_FyK_c-TIcCA_1,4,C
Q4_FyK_c-TIcCA_2,4,C
Q4_GAvPwG2wYZM_0,4,C
Q4_GAvPwG2wYZM_1,4,C
Q4_GbUV3TXUzeQ_0,4,C
Q4_Gcbk0GPT3-g_0,4,C
Q4_Gcbk0GPT3-g_1,4,C
Q4_HQ8ISDX6PiI_0,4,C
Q4_HQ8ISDX6PiI_1,4,C
Q4_HYVmgq5Y93g_0,4,C
Q4_HYVmgq5Y93g_1,4,C
Q4_HYVmgq5Y93g_2,4,C
Q4_Hwd6l9jK7bo_0,4,C
Q4_Hwd6l9jK7bo_1,4,C
Q4_I2MrA-o5H8I_0,4,C
Q4_I2MrA-o5H8I_1,4,C
Q4_I2MrA-o5H8I_2,4,C
Q4_Ie5koh4qvJc_1,4,C
Q4_Ie5koh4qvJc_16,4,C
Q4_Ie5koh4qvJc_17,4,C
Q4_Ie5koh4qvJc_20,4,C
Q4_Ie5koh4qvJc_21,4,C
Q4_Ie5koh4qvJc_27,4,C
Q4_Ie5koh4qvJc_28,4,C
Q4_Ie5koh4qvJc_31,4,C
Q4_Ie5koh4qvJc_32,4,C
Q4_Ie5koh4qvJc_4,4,C
Q4_IgpNyJVWcBo_0,4,C
Q4_J6X3rVU1H-c_0,4,C
Q4_JP3QKZlyQz4_0,4,C
Q4_JP3QKZlyQz4_1,4,C
Q4_JP3QKZlyQz4_2,4,C
Q4_JT1XJnVmABo_0,4,C
Q4_JT1XJnVmABo_1,4,C
Q4_JT1XJnVmABo_2,4,C
Q4_JxSU49jFKwM_0,4,C
Q4_JxSU49jFKwM_1,4,C
Q4_KRlAez34QfE_0,4,C
Q4_KRlAez34QfE_1,4,C
Q4_KRlAez34QfE_2,4,C
Q4_KxlqB3j0zys_2,4,C
Q4_KxlqB3j0zys_3,4,C
Q4_KxlqB3j0zys_4,4,C
Q4_MT2_mXn-vGU_0,4,C
Q4_MT2_mXn-vGU_1,4,C
Q4_MT2_mXn-vGU_2,4,C
Q4_NP0lwB-_-og_0,4,C
Q4_NzJjMGJg1wE_0,4,C
Q4_OUb9uaOlWAM_0,4,C
Q4_OgkB7PfqWzA_0,4,C
Q4_OgkB7PfqWzA_1,4,C
Q4_OoxI6k0Qsno_0,4,C
Q4_OoxI6k0Qsno_1,4,C
Q4_OyaY4213c2A_0,4,C
Q4_OyaY4213c2A_1,4,C
Q4_PK8YIUaV3Xw_0,4,C
Q4_PK8YIUaV3Xw_1,4,C
Q4_PZN7XLKzLDI_1,4,C
Q4_Q49PWE0RJLY_0,4,C
Q4_Q49PWE0RJLY_1,4,C
Q4_QBJ6YYYpIyk_0,4,C
Q4_T92R7xjce34_0,4,C
Q4_TOXg4-ZGb-g_0,4,C
Q4_TOXg4-ZGb-g_1,4,C
Q4_TOXg4-ZGb-g_2,4,C
Q4_Tc684nD8CEA_0,4,C
Q4_Tc684nD8CEA_1,4,C
Q4_Tc684nD8CEA_2,4,C
Q4_Tc684nD8CEA_3,4,C
Q4_Tc684nD8CEA_4,4,C
Q4_TcFVq0leii4_0,4,C
Q4_Tjno89OVuRI_0,4,C
Q4_Tjno89OVuRI_1,4,C
Q4_UaYYMRkHMYc_0,4,C
Q4_UaYYMRkHMYc_1,4,C
Q4_UaYYMRkHMYc_2,4,C
Q4_UbKAl4roB8k_0,4,C
Q4_UbKAl4roB8k_1,4,C
Q4_UbKAl4roB8k_2,4,C
Q4_UpHutdJvZMI_0,4,C
Q4_UpHutdJvZMI_1,4,C
Q4_UpHutdJvZMI_2,4,C
Q4_Ury1cdB79s0_0,4,C
Q4_Ury1cdB79s0_1,4,C
Q4_V3Y9L4UOcpk_0,4,C
Q4_V3Y9L4UOcpk_1,4,C
Q4_VCSDjQxAJzc_0,4,C
Q4_VCSDjQxAJzc_1,4,C
Q4_VCSDjQxAJzc_2,4,C
Q4_VXh4IaR5C6s_0,4,C
Q4_V_jbWvQNh5c_0,4,C
Q4_V_jbWvQNh5c_1,4,C
Q4_XC_SiJszQx0_0,4,C
Q4_XC_SiJszQx0_2,4,C
Q4_XPLYvpyfKUM_0,4,C
Q4_XPLYvpyfKUM_1,4,C
Q4_XWk5XUEBXmg_0,4,C
Q4_XWk5XUEBXmg_1,4,C
Q4_Xf2fox7zhCQ_0,4,C
Q4_Xf2fox7zhCQ_1,4,C
Q4_Xf2fox7zhCQ_2,4,C
Q4_Xlv4PPGrRRs_0,4,C
Q4_Xlv4PPGrRRs_1,4,C
Q4_Y1F0c3zgMJo_0,4,C
Q4_Y1F0c3zgMJo_1,4,C
Q4_YAAxPW1GB7w_0,4,C
Q4_YAAxPW1GB7w_1,4,C
Q4_YhXRyOl5pi0_0,4,C
Q4__BK2o77sTc0_2,4,C
Q4_a5QCcwEjxAk_0,4,C
Q4_a5QCcwEjxAk_1,4,C
Q4_aQ4PIaRMLwE_0,4,C
Q4_aQ4PIaRMLwE_1,4,C
Q4_aQ4PIaRMLwE_2,4,C
Q4_bfopzItCYrE_2,4,C
Q4_biROWEwkDQQ_0,4,C
Q4_biROWEwkDQQ_1,4,C
Q4_biROWEwkDQQ_2,4,C
Q4_cXxGBDgFCs8_0,4,C
Q4_cXxGBDgFCs8_1,4,C
Q4_cXxGBDgFCs8_2,4,C
Q4_d_49EtXDMFE_0,4,C
Q4_d_49EtXDMFE_1,4,C
Q4_d_49EtXDMFE_2,4,C
Q4_e838BE_MH6s_0,4,C
Q4_egYSmNuIFGk_0,4,C
Q4_f2b4kpdw7_c_0,4,C
Q4_f2b4kpdw7_c_1,4,C
Q4_fOYX0uH8mSQ_0,4,C
Q4_fShAWhXIits_0,4,C
Q4_fShAWhXIits_1,4,C
Q4_g15aRCHUJEI_0,4,C
Q4_g15aRCHUJEI_1,4,C
Q4_g15aRCHUJEI_2,4,C
Q4_gwmVjvR-sVs_2,4,C
Q4_gxsdWKc1QaM_0,4,C
Q4_heBmBQDWj-M_0,4,C
Q4_heBmBQDWj-M_1,4,C
Q4_heBmBQDWj-M_2,4,C
Q4_hoPp_GLXQis_0,4,C
Q4_hoPp_GLXQis_1,4,C
Q4_iGHgeUCPotc_0,4,C
Q4_iHPKusssXzk_0,4,C
Q4_iHPKusssXzk_1,4,C
Q4_iHPKusssXzk_2,4,C
Q4_iXiSFSGws-c_0,4,C
Q4_iXiSFSGws-c_1,4,C
Q4_iXiSFSGws-c_2,4,C
Q4_j8Ir-ssM-AA_0,4,C
Q4_j8Ir-ssM-AA_1,4,C
Q4_jCLgDtk695I_0,4,C
Q4_jCLgDtk695I_1,4,C
Q4_jCLgDtk695I_2,4,C
Q4_jCLgDtk695I_3,4,C
Q4_jCLgDtk695I_4,4,C
Q4_jNzZCplNNyY_0,4,C
Q4_jNzZCplNNyY_1,4,C
Q4_jO2zX6Ul8GM_2,4,C
Q4_jSWItJI-Gmk_0,4,C
Q4_jSWItJI-Gmk_1,4,C
Q4_k-FNDbK6Qhg_1,4,C
Q4_k6aLLVX1D7Y_0,4,C
Q4_k6aLLVX1D7Y_1,4,C
Q4_k6aLLVX1D7Y_2,4,C
Q4_kMHiU0fhWVw_0,4,C
Q4_kMHiU0fhWVw_1,4,C
Q4_kMHiU0fhWVw_2,4,C
Q4_kMHiU0fhWVw_3,4,C
Q4_kfYaGryaGzI_0,4,C
Q4_kfYaGryaGzI_1,4,C
Q4_lQCrA2TE-fo_0,4,C
Q4_lQCrA2TE-fo_1,4,C
Q4_lTxVVdhFE6Q_0,4,C
Q4_lTxVVdhFE6Q_1,4,C
Q4_ldCQ6N9G6Mk_0,4,C
Q4_ldCQ6N9G6Mk_1,4,C
Q4_ldCQ6N9G6Mk_5,4,C
Q4_ltNK_MY1HkM_0,4,C
Q4_ltNK_MY1HkM_1,4,C
Q4_ltNK_MY1HkM_2,4,C
Q4_ltxNPJda7zE_0,4,C
Q4_ltxNPJda7zE_1,4,C
Q4_ltxNPJda7zE_3,4,C
Q4_ltxNPJda7zE_4,4,C
Q4_lvfNo4KOTmM_0,4,C
Q4_lvfNo4KOTmM_1,4,C
Q4_mGYKWCVnMwQ_0,4,C
Q4_mGYKWCVnMwQ_1,4,C
Q4_nGkpcWNAxDU_0,4,C
Q4_nGkpcWNAxDU_1,4,C
Q4_nGkpcWNAxDU_2,4,C
Q4_oTi57hZfArE_0,4,C
Q4_oTi57hZfArE_1,4,C
Q4_oTi57hZfArE_2,4,C
Q4_pRuwHN-lI44_0,4,C
Q4_pRuwHN-lI44_1,4,C
Q4_pRuwHN-lI44_2,4,C
Q4_pRuwHN-lI44_3,4,C
Q4_pkz8OkWhwnk_0,4,C
Q4_pkz8OkWhwnk_1,4,C
Q4_prUUays30Mg_0,4,C
Q4_prUUays30Mg_1,4,C
Q4_pzeHffxmdcE_0,4,C
Q4_q4T8Znozvkk_0,4,C
Q4_qRceKZtwRWA_0,4,C
Q4_rDhbGjFlKF8_0,4,C
Q4_rDhbGjFlKF8_1,4,C
Q4_rW1I58_lMEg_0,4,C
Q4_rW1I58_lMEg_1,4,C
Q4_rW1I58_lMEg_2,4,C
Q4_rW1I58_lMEg_3,4,C
Q4_r_sD61KeUQU_0,4,C
Q4_sA9ac1rod84_0,4,C
Q4_sA9ac1rod84_1,4,C
Q4_uUtnyA6tLnI_0,4,C
Q4_u_7b9CwyM8Q_0,4,C
Q4_u_7b9CwyM8Q_1,4,C
Q4_v3Nl5rUxLqE_0,4,C
Q4_v3Nl5rUxLqE_1,4,C
Q4_vBHoSz8cJIE_0,4,C
Q4_vBHoSz8cJIE_1,4,C
Q4_vBHoSz8cJIE_2,4,C
Q4_vBHoSz8cJIE_3,4,C
Q4_vBHoSz8cJIE_4,4,C
Q4_vJ77eDxHezE_0,4,C
Q4_vJ77eDxHezE_1,4,C
Q4_vpTguZtJAFA_0,4,C
Q4_vpTguZtJAFA_1,4,C
Q4_vpTguZtJAFA_2,4,C
Q4_wzSr6qR3Ra0_0,4,C
Q4_xgtwQGeB6_0_0,4,C
Q4_xrhWli_R98g_0,4,C
Q4_xrhWli_R98g_2,4,C
Q4_yC0fAQxGgr0_0,4,C
Q4_yC0fAQxGgr0_1,4,C
